,C1.1,C1.2,C1.3,C1.4,C1.5,C1.6,C1.7,C1.8,C1.9,C1.10,C1.11,C1.12,C1.13,C1.14,C1.15,C1.16,C1.17,C1.18,C1.19,C1.20,C1.21,C1.22,C1.23,C1.24,C1.25,C1.26,C1.27,C1.28,C1.29,C1.30,C1.31,C1.32,C1.33,ABC.1,ABC.2,ABC.3,ABC.4,ABC.5,ABC.6,ABC.7,ABC.8,ABC.9,ABC.10,ABC.11,ABC.12,ABC.13,ABC.14,ABC.15,ABC.16,ABC.17,ABC.18,ABC.19,ABC.20,ABC.21,ABC.22,ABC.23,ABC.24,ABC.25,ABC.26,ABC.27,ABC.28,ABC.29,ABC.30,ABC.31,ABC.32,ABC.33,Abundance,Space1,description,Space2,pvalue (Ttest),Bonferoni Correction (Ttest),Benjamin-Hochberger Correction (Ttest),Space3,Mann-Whitney U Test (Wilcox-Test),Bonferoni Correction (Wilcox-Test),Benjamin-Hochberger Correction (Wilcox-Test),Space5,Average Group 1,Average Group 2,Group_2/Group_1
Meta-Protein 4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002008873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001271941,0,0,0,0,0,0,0.004680658,0,0,0,0,0,0,0,0,0,0,0,0.007961472,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4536004258,1,0.6157851935,,0.5697025021,1,0.7489789026,,6.09E-05,0.0001803817879,2.96E+00
Meta-Protein 716,0,0.000201776,0,0,0,0.001029601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001624536,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4563435914,1,0.6183347525,,0.5697025021,1,0.7489789026,,3.73E-05,1.19E-05,3.19E-01
Meta-Protein 2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000610277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002370917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0.003062727,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4564337644,1,0.6183592477,,0.5697025021,1,0.7489789026,,1.85E-05,7.43E-05,4.02E+00
Meta-Protein 1359,0,0,0,0,0,0,0,0,0,0.000146972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145349,0,0.000230044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000522365,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4587160229,1,0.6206668762,,0.5697025021,1,0.7489789026,,4.45E-06,1.14E-05,2.55E+00
Meta-Protein 7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242189,0,0,0,0,0,0,0,0,0,0,0.000471809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987896,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4599880968,1,0.6218975263,,0.5697025021,1,0.7489789026,,2.16E-05,8.30E-06,3.84E-01
Meta-Protein 3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134138,0,0,0,0,0,0,0,0,0,0,0,0.000274556,0,0,0,0,8.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496939,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.47254653,1,0.6342772437,,0.5697025021,1,0.7489789026,,4.06E-06,1.10E-05,2.70E+00
Meta-Protein 7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244111,0,0.000142349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054215,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4731272741,1,0.6346594666,,0.5697025021,1,0.7489789026,,1.17E-05,4.72E-06,4.03E-01
Meta-Protein 3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003995856,0,0,0,0.000772798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001626898,0,0,0,0,0,0.006395552,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4752435029,1,0.6367015814,,0.5697025021,1,0.7489789026,,0.0001445046667,4.93E-05,3.41E-01
Meta-Protein 3205,0,0,0,0,0.000534359,0,0,0,0,0,0,0,0,0,0,0,0.000121095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000885498,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4754000923,1,0.6368118994,,0.5697025021,1,0.7489789026,,1.99E-05,6.97E-06,3.51E-01
Meta-Protein 7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002959893,0,0,0,0.000927357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001446132,0,0,0,0,0,0.005333382,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4760760757,1,0.6370927082,,0.5697025021,1,0.7489789026,,0.0001177954545,4.38E-05,3.72E-01
Meta-Protein 7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000591979,0,0,0,0.000309119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361533,0,0,0,0,0,0.001262631,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4763301486,1,0.6370927082,,0.5697025021,1,0.7489789026,,2.73E-05,1.10E-05,4.01E-01
Meta-Protein 1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230044,0,0.000905934,0,0,0,0,0,0,0,0,0,0,0,0.001547754,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4792818571,1,0.6389183227,,0.5697025021,1,0.7489789026,,1.25E-05,3.44E-05,2.76E+00
Meta-Protein 2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213523,0,0,0.000318421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220994,0,0,0,0,0,0,0,0,0,0.000752938,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4806338726,1,0.6399249807,,0.5697025021,1,0.7489789026,,1.61E-05,6.70E-06,4.15E-01
Meta-Protein 2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000673287,0,0,0,0,0,0,0,0,0,0,0,0,0.001095263,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4811028905,1,0.6402512788,,0.5697025021,1,0.7489789026,,8.63E-06,2.46E-05,2.85E+00
Meta-Protein 7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000887968,0,0,0,0.00015456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361533,0,0,0,0,0,0.00140406,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4850247371,1,0.6433480052,,0.5697025021,1,0.7489789026,,3.16E-05,1.10E-05,3.47E-01
Meta-Protein 2998,0,0,0,0,0,0,0,0,0,0,0,0,0.000309454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070307,0,0,0,0,0,0.000152975,0,0,0,0,0,0,0,0,0.001165499,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4865897285,1,0.6448516844,,0.5697025021,1,0.7489789026,,9.38E-06,2.59E-05,2.77E+00
Meta-Protein 1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001058948,0,0,0,0.000276243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001833412,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4872343745,1,0.6453071696,,0.5697025021,1,0.7489789026,,1.51E-05,4.05E-05,2.68E+00
Meta-Protein 925,0,0.000504439,0,0,0,0,0,0,0,0,0,0,0,0,0.000235073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301978,0,0,0,0,0,0,0,0,0,0,0,0.00104149,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4887438752,1,0.6467072226,,0.5697025021,1,0.7489789026,,2.24E-05,9.15E-06,4.08E-01
Meta-Protein 1606,0,0,0,0.000688705,0,0,0,0,0.000233318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361533,0,0,0,0,0,0.001283556,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4901453677,1,0.6481864086,,0.5697025021,1,0.7489789026,,2.79E-05,1.10E-05,3.92E-01
Meta-Protein 3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353857,0,0,0,0.000763942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046184,0,0,0,0,0.001579639,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4937302925,1,0.6512957119,,0.5697025021,1,0.7489789026,,3.39E-05,1.40E-05,4.13E-01
Meta-Protein 3258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016427409,0,0,0,0.010510046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011569053,0,0,0,0,0,0.038506508,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.4963644319,1,0.6542153505,,0.5697025021,1,0.7489789026,,0.0008162865152,0.0003505773636,0.429478323
Meta-Protein 5588,0,0.000100888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163066,0.000341799,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.497753026,1,0.6553716621,,0.5697025021,1,0.7489789026,,3.06E-06,7.30E-06,2.39E+00
Meta-Protein 1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295989,0,0,0,0,0,0,0,0,0,0.000189448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542299,0,0,0,0,0,0.001027736,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5000292611,1,0.6571998734,,0.5697025021,1,0.7489789026,,8.97E-06,2.22E-05,2.47E+00
Meta-Protein 3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138523,0,0,0,0,0,0.000248016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055202,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5000450477,1,0.6571998734,,0.5697025021,1,0.7489789026,,5.01E-06,1.17E-05,2.34E+00
Meta-Protein 6612,0,0,0,0,0,0,0,0,0,0,0.000791766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129786,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5005299145,1,0.6575348563,,0.5697025021,1,0.7489789026,,2.87E-05,1.07E-05,3.71E-01
Meta-Protein 2326,0,0,0,0,0,0,0,0,0.000233318,0,0,0,0,0,0.000470146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301978,0,0,0,0,0,0,0,0,0,0,0,0.001005441,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5062817953,1,0.6627562512,,0.5697025021,1,0.7489789026,,2.13E-05,9.15E-06,4.29E-01
Meta-Protein 6624,0,0,0,0,0,0,0,0,0,0,0.000791766,0,0,0,0,0,0,0,0,0,0,0.001073105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000828729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026936,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5075227537,1,0.6634734429,,0.5697025021,1,0.7489789026,,5.65E-05,2.51E-05,4.44E-01
Meta-Protein 6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000920733,0,0,0,0,0,0,0.000471809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000603956,0,0,0,0,0,0,0,0,0,0,0,0.001996499,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5092534279,1,0.6646783411,,0.5697025021,1,0.7489789026,,4.22E-05,1.83E-05,4.34E-01
Meta-Protein 7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101523,0,0,0,0,8.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266935,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5105433606,1,0.6654278547,,0.5697025021,1,0.7489789026,,2.51E-06,5.58E-06,2.23E+00
Meta-Protein 3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411833,0,0,0,0,0,0.000311381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001054176,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5206222965,1,0.6749361302,,0.5697025021,1,0.7489789026,,1.00E-05,2.19E-05,2.19E+00
Meta-Protein 1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233536,0,0,0,0,0,0,0,0,0.000136949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537891,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5220630864,1,0.6763950289,,0.5697025021,1,0.7489789026,,5.07E-06,1.12E-05,2.21E+00
Meta-Protein 1730,0,0,0,0,0.000213744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257699,0,0.0008253,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5232050467,1,0.6771099029,,0.5697025021,1,0.7489789026,,1.72E-05,7.81E-06,4.54E-01
Meta-Protein 7858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000939702,0.000571265,0,0,0,0,0,0,0,0,0.000686389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002197357,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5232464074,1,0.6771099029,,0.5697025021,1,0.7489789026,,4.58E-05,2.08E-05,4.54E-01
Meta-Protein 3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004291845,0,0,0,0.001854714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002711497,0,0,0,0,0,0.008858056,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5243305051,1,0.6781035498,,0.5697025021,1,0.7489789026,,0.0001862593636,8.22E-05,4.41E-01
Meta-Protein 2649,0,0,0,0,0,0,0,0,0,0,0.000593824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052687,0,0,0,0,0,0,0,0.000764877,0,0,0,0,0,0,0,0,0.001885571,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5249858192,1,0.6787156662,,0.5697025021,1,0.7489789026,,1.80E-05,3.91E-05,2.18E+00
Meta-Protein 7652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121095,0,0,7.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280515,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5291825251,1,0.6820489645,,0.5697025021,1,0.7489789026,,5.83E-06,2.67E-06,4.59E-01
Meta-Protein 8128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37E-05,0,0,0,0,0,0,0.000117952,0,0,0,0,0,0,0,0,9.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296379,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5345438144,1,0.6869544267,,0.5697025021,1,0.7489789026,,6.11E-06,2.87E-06,4.70E-01
Meta-Protein 5486,0,0.000100888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152975,0,0,0,0,0,0,0,0,0.000322502,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5364143826,1,0.6881283518,,0.5697025021,1,0.7489789026,,3.06E-06,6.72E-06,2.20E+00
Meta-Protein 6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108015,0,0,0,0,0,0,0,0.000508693,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.536861808,1,0.6883235691,,0.5697025021,1,0.7489789026,,4.82E-06,1.06E-05,2.20E+00
Meta-Protein 7514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121095,0,0,0,0,0,0,0,0,0,0,0,0.001029442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452694,0,0,0,0.00160323,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.539212016,1,0.6904779728,,0.5697025021,1,0.7489789026,,3.49E-05,1.37E-05,3.93E-01
Meta-Protein 2281,0,0,0,0,0,0,0,0,0.001866542,0,0,0,0,0,0,0,0.000121095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000744048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002731685,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5393624092,1,0.6905674554,,0.5697025021,1,0.7489789026,,6.02E-05,2.25E-05,3.74E-01
Meta-Protein 1770,0,0,0,0,0,0,0.00027533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251889,0,0,0,0,0,0,0,0,0,0.000326131,0.000853351,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5395617375,1,0.6906965588,,0.5697025021,1,0.7489789026,,8.34E-06,1.75E-05,2.10E+00
Meta-Protein 1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321958,0,0,0,0,0,0,0.000273898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000880553,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5396243023,1,0.6906965588,,0.5697025021,1,0.7489789026,,8.63E-06,1.81E-05,2.09E+00
Meta-Protein 466,0.000194799,0,0,0,0.000213744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000605122,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5425068131,1,0.69298662,,0.5697025021,1,0.7489789026,,1.24E-05,5.96E-06,4.81E-01
Meta-Protein 2099,0,0,0,0,0,0,0,0.000342759,0,0,0,0.002555911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001167679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004066348,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5426059735,1,0.69298662,,0.5697025021,1,0.7489789026,,8.78E-05,3.54E-05,4.03E-01
Meta-Protein 7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000887968,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000723066,0,0,0,0,0,0.002229272,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5456471641,1,0.6959131192,,0.5697025021,1,0.7489789026,,4.56E-05,2.19E-05,4.80E-01
Meta-Protein 6663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318421,0,0,0,0,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441989,0,0,0,0,0,0,0,0,0,0.001378648,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5471248559,1,0.6966846015,,0.5697025021,1,0.7489789026,,2.84E-05,1.34E-05,4.72E-01
Meta-Protein 2949,0,0,0,0,0,0,0,0,0,0,0,0,0.000618908,0,0,0,0.000242189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001260857,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5513882348,1,0.7000680585,,0.5697025021,1,0.7489789026,,2.61E-05,1.21E-05,4.64E-01
Meta-Protein 6284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410846,0,0,0,0,0,0,0,0,0,0,0,0,0.00011546,0,0,0,0,0.000762211,,"GROUP 1 vs GROUP2 pvalue:  0.05 , Group 1:  1  to  33 , Group 2:  34  to  66",,0.5516774913,1,0.7002719909,,0.5697025021,1,0.7489789026,,7.15E-06,1.59E-05,2.23E+00
